TYPE,COMPOUND,POSITIVE,NEGATIVE,NEUTRAL,SENTENCE
0,0.000000,0.000000,0.000000,1.000000,"se había votado la Ley de Caducidad."
0,0.000000,0.000000,0.000000,1.000000,"Empecé a militar en la Federación de Estudiantes del Interior."
0,0.000000,0.000000,0.000000,1.000000,"y. del 87 acá."
0,0.000000,0.000000,0.000000,1.000000,"Cada vez que hubo que discutir acerca del incremento de la inversión educativa."
2,0.401900,0.252000,0.000000,0.748000,"Siempre estuve a favor del incremento de la inversión educativa."
0,0.000000,0.000000,0.000000,1.000000,"Me van a encontrar siempre porque en definitiva."
0,0.000000,0.000000,0.000000,1.000000,"la confianza en las propuestas es integraste un proceso político social que empujó cada vez que pudo para decir la educación tiene que ser principal un derecho principal."
0,0.000000,0.000000,0.000000,1.000000,"Yo creo que precisamos educación en primer lugar para las personas en situación de discapacidad."
0,0.000000,0.000000,0.000000,1.000000,"En segundo lugar pensar educación artística que complemente y nos ayude a construir una sociedad menos violenta."
0,0.000000,0.000000,0.000000,1.000000,"En tercer lugar los estudiantes de secundaria más vulnerado para que puedan completar transición educativa como pasa en la experiencia que estamos instalando en Inefop que un 90 por ciento sigue estudiando."
0,0.000000,0.000000,0.000000,1.000000,"compoundBueno en primer lugar agradecer al economista Talvi que haya aceptado la posibilidad de este debate de cara a las internas ojalá."
-2,-0.296000,0.000000,0.423000,0.577000,"No sea el único."
0,0.000000,0.000000,0.000000,1.000000,"Le hace bien a la democracia que se pueda intercambiar sobre la base ideas planteó diferentes del punto de vista del papel del Estado de la economía enfoques balances y que se pueda hacer de manera de manera civilizada y con respeto."
-4,-0.895700,0.000000,0.141000,0.859000,"Creo que su mérito es algo que nos convocaban las juventudes de todos los partidos políticos cuando en el aniversario del río de libertad pedían por una campaña sin enchastre por una campaña sin descalificación por una campaña sin provocaciones y ojalá tengamos hasta el último domingo de octubre que el debate sea de esta manera sea sobre la base de ideas y pudiendo darnos la mano al final del debate."
0,0.000000,0.000000,0.000000,1.000000,"En segundo lugar."
0,0.000000,0.000000,0.000000,1.000000,"agradecer a los frenteamplistas hemos me emocionaba recién las imágenes de la cantidad de compañeros y compañeras que en todo el país se organizaron para ver juntos."
0,0.000000,0.000000,0.000000,1.000000,"para ver juntos esta discusión."
0,0.000000,0.000000,0.000000,1.000000,"Agradecer a los demás precandidatos y la precandidata que dijeron sentirse representado."
2,0.421500,0.237000,0.000000,0.763000,"Creo que el campo popular sabe que para poder transformar."
0,0.000000,0.000000,0.000000,1.000000,"se necesita de mucha unidad se necesita de mucha fraternidad para poder sembrar esperanza."
-2,-0.296000,0.000000,0.155000,0.845000,"Yo capaz que soy de los precandidatos el que no debiera estar acá."
-2,-0.296000,0.000000,0.423000,0.577000,"porque no tengo abolengo."
0,0.000000,0.000000,0.000000,1.000000,"soy trabajador de la construcción."
-2,-0.296000,0.000000,0.071000,0.929000,"No hay experiencias en toda América Latina de un trabajador de la construcción que pueda acceder a la vicepresidencia de la Presidencia de República que vengo de un barrio muy humilde."
0,0.000000,0.000000,0.000000,1.000000,"Recién a los 15 años conocí el agua potable."
-2,-0.296000,0.000000,0.035000,0.965000,"pero me hizo aprender de que en el barrio nos teníamos que organizar para que las vecinas que tenían más dificultad se les pudiera acarrear desde el aljibe que en el barrio había que organizarse para juntos promover que el merendero le dejara algo a los gurises que no tenían nada en la cena o juntos había que organizarse para repartir suero oral."
0,0.000000,0.000000,0.000000,1.000000,"para lograr que ningún Gurí del barrio muriera deshidratado."
0,0.000000,0.000000,0.000000,1.000000,"En la construcción después aprendí."
0,0.000000,0.000000,0.000000,1.000000,"que cuando un trabajador llega a cascote de mucho tiempo de pasar mal esa semana entra en la olla de manera gratuita y entre los demás se le presta para el boleto."
0,0.000000,0.000000,0.000000,1.000000,"El Uruguay que se viene tiene que ser un Uruguay que profundice las relaciones humanas que profundice las relaciones de solidaridad que profundice los espacios de encuentro."
0,0.000000,0.000000,0.000000,1.000000,"Estamos en un momento difícil para la región y difícil para el Uruguay."
0,0.000000,0.000000,0.000000,1.000000,"más que nunca hay que buscar caminos que permitan pensar juntos que permitan construir puentes y que permitan avanzar con una línea central esa que nos legaron Artigas que los más infelices estén primero que los más infelices sean los más privilegiados."
0,0.000000,0.000000,0.000000,1.000000,"A eso convocamos el último domingo de octubre a votar contra las desigualdades."
-2,-0.296000,0.000000,0.306000,0.694000,"No newline at end of file"
